"Notes"	"County"	"County Code"	Avg Daily Sunlight (KJ/m²)	# of Observations for Daily Sunlight	Min Daily Sunlight	Max Daily Sunlight
	"Washington County, UT"	"49053"	18686.79	482120	2505.90	31426.20
	"Wayne County, UT"	"49055"	17808.42	554438	2806.30	31640.80
	"Weber County, UT"	"49057"	17365.02	144636	2172.10	31188.30
	"Addison County, VT"	"50001"	13514.55	156689	1561.60	29781.90
	"Bennington County, VT"	"50003"	13891.87	120530	1680.30	29391.70
	"Caledonia County, VT"	"50005"	13291.75	156689	1554.50	29360.00
	"Chittenden County, VT"	"50007"	13215.91	156689	1468.10	31011.70
	"Essex County, VT"	"50009"	13004.05	144636	1443.10	29555.10
	"Franklin County, VT"	"50011"	13142.12	168742	1438.40	30596.80
	"Grand Isle County, VT"	"50013"	13485.88	36159	1442.50	31102.30
	"Lamoille County, VT"	"50015"	13251.17	96424	1557.50	28939.40
	"Orange County, VT"	"50017"	13534.04	144636	1607.60	29008.60
	"Orleans County, VT"	"50019"	13133.02	156689	1500.80	29772.30
	"Rutland County, VT"	"50021"	13659.33	241060	1650.30	29428.20
	"Washington County, VT"	"50023"	13452.52	180795	1577.40	29085.50
	"Windham County, VT"	"50025"	14028.26	168742	1776.40	28975.20
	"Windsor County, VT"	"50027"	13793.99	204901	1634.60	29299.20
	"Accomack County, VA"	"51001"	17486.25	120530	1774.00	33260.00
	"Albemarle County, VA"	"51003"	15820.45	144636	1923.80	30987.10
	"Alleghany County, VA"	"51005"	15436.61	96424	1800.00	29649.00
	"Amelia County, VA"	"51007"	16032.15	72318	1774.40	30985.80
	"Amherst County, VA"	"51009"	16007.81	96424	1991.70	30926.50
	"Appomattox County, VA"	"51011"	16062.54	60265	1944.60	31263.30
	"Arlington County, VA"	"51013"	15265.36	12053	1772.60	30112.10
	"Augusta County, VA"	"51015"	15740.38	241060	2009.00	30348.20
	"Bath County, VA"	"51017"	15561.66	108477	1910.60	29839.80
	"Bedford County, VA"	"51019"	16053.66	168742	2076.30	31335.20
	"Bland County, VA"	"51021"	15355.51	72318	1772.40	29357.50
	"Botetourt County, VA"	"51023"	15746.45	108477	1911.80	30192.00
	"Brunswick County, VA"	"51025"	16125.60	120530	1814.30	32407.50
	"Buchanan County, VA"	"51027"	14989.01	96424	1910.90	31484.20
	"Buckingham County, VA"	"51029"	16018.15	144636	1842.00	31032.00
	"Campbell County, VA"	"51031"	16128.63	96424	1989.10	31373.30
	"Caroline County, VA"	"51033"	15733.04	96424	1704.90	30902.60
	"Carroll County, VA"	"51035"	15896.54	108477	1880.50	30569.40
	"Charles City County, VA"	"51036"	16098.07	48212	1715.70	31791.20
	"Charlotte County, VA"	"51037"	16177.32	96424	1986.20	31495.80
	"Chesterfield County, VA"	"51041"	15989.02	72318	1693.60	31176.30
	"Clarke County, VA"	"51043"	15145.01	48212	1874.00	30932.40
	"Craig County, VA"	"51045"	15535.17	72318	1853.60	29755.10
	"Culpeper County, VA"	"51047"	15510.40	72318	1869.50	30809.90
	"Cumberland County, VA"	"51049"	15997.94	48212	1871.90	31134.90
	"Dickenson County, VA"	"51051"	15040.86	60265	1911.90	31012.20
	"Dinwiddie County, VA"	"51053"	16056.87	96424	1766.20	31577.60
	"Essex County, VA"	"51057"	15832.58	60265	1567.20	31032.40
	"Fairfax County, VA"	"51059"	15360.19	84371	1729.70	30371.90
	"Fauquier County, VA"	"51061"	15440.06	132583	1758.40	30875.80
	"Floyd County, VA"	"51063"	15911.65	84371	1844.10	29848.60
	"Fluvanna County, VA"	"51065"	15876.31	60265	1880.70	31017.90
	"Franklin County, VA"	"51067"	16076.04	120530	2063.90	31185.60
	"Frederick County, VA"	"51069"	15076.50	84371	1866.20	30596.80
	"Giles County, VA"	"51071"	15412.93	60265	1738.80	29619.10
	"Gloucester County, VA"	"51073"	16497.24	36159	1722.30	32355.70
	"Goochland County, VA"	"51075"	15921.79	60265	1721.20	31128.30
	"Grayson County, VA"	"51077"	15688.85	48212	1941.10	29123.40
	"Greene County, VA"	"51079"	15616.97	36159	2128.70	30180.50
	"Greensville County, VA"	"51081"	16091.14	60265	1791.00	32566.40
	"Halifax County, VA"	"51083"	16197.55	180795	1927.50	31626.30
	"Hanover County, VA"	"51085"	15824.19	96424	1633.20	31075.70
	"Henrico County, VA"	"51087"	15917.54	36159	1654.80	31294.80
	"Henry County, VA"	"51089"	16141.77	96424	2060.30	31898.90
	"Highland County, VA"	"51091"	15420.90	72318	2133.30	29151.00
	"Isle of Wight County, VA"	"51093"	16040.92	72318	1745.20	32443.40
	"James City County, VA"	"51095"	16131.61	24106	1726.80	31862.70
	"King and Queen County, VA"	"51097"	15911.30	48212	1640.10	31510.10
	"King George County, VA"	"51099"	15787.58	60265	1653.90	30705.20
	"King William County, VA"	"51101"	15904.75	84371	1653.60	31326.80
	"Lancaster County, VA"	"51103"	16580.68	36159	1770.90	31297.50
	"Lee County, VA"	"51105"	15462.26	84371	1856.80	31223.70
	"Loudoun County, VA"	"51107"	15242.47	96424	1725.40	30800.70
	"Louisa County, VA"	"51109"	15837.32	108477	1816.60	31245.00
	"Lunenburg County, VA"	"51111"	16126.46	108477	1854.40	31970.10
	"Madison County, VA"	"51113"	15574.19	60265	2061.50	30733.20
	"Mathews County, VA"	"51115"	16978.40	12053	1764.50	31923.80
	"Mecklenburg County, VA"	"51117"	16220.26	156689	1864.70	31977.90
	"Middlesex County, VA"	"51119"	16370.87	36159	1723.60	32309.30
	"Montgomery County, VA"	"51121"	15709.88	72318	1837.60	29637.50
	"Nelson County, VA"	"51125"	15908.22	72318	1978.80	30626.40
	"New Kent County, VA"	"51127"	16017.19	48212	1681.50	31532.10
	"Northampton County, VA"	"51131"	17664.28	36159	1890.40	32996.60
	"Northumberland County, VA"	"51133"	16502.60	36159	1688.30	30689.40
	"Nottoway County, VA"	"51135"	16083.36	72318	1829.70	31553.40
	"Orange County, VA"	"51137"	15709.37	84371	1850.00	31192.90
	"Page County, VA"	"51139"	15378.07	48212	2137.50	29994.50
	"Patrick County, VA"	"51141"	16173.19	132583	1983.90	31530.00
	"Pittsylvania County, VA"	"51143"	16152.19	216954	2040.70	31996.10
	"Powhatan County, VA"	"51145"	15969.23	60265	1691.40	31136.20
	"Prince Edward County, VA"	"51147"	16101.12	72318	1935.00	30976.10
	"Prince George County, VA"	"51149"	16042.76	36159	1701.90	31588.10
	"Prince William County, VA"	"51153"	15528.02	72318	1802.30	30729.20
	"Pulaski County, VA"	"51155"	15664.23	72318	1764.70	29628.50
	"Rappahannock County, VA"	"51157"	15365.09	60265	2002.20	30119.20
	"Richmond County, VA"	"51159"	15806.35	24106	1604.90	30787.40
	"Roanoke County, VA"	"51161"	15865.96	48212	2007.50	30547.10
	"Rockbridge County, VA"	"51163"	15774.33	108477	1992.80	29779.60
	"Rockingham County, VA"	"51165"	15511.01	168742	2012.40	30365.00
	"Russell County, VA"	"51167"	15233.22	72318	1900.40	30743.60
	"Scott County, VA"	"51169"	15460.12	84371	1898.90	31596.10
	"Shenandoah County, VA"	"51171"	15309.48	96424	2088.20	30225.90
	"Smyth County, VA"	"51173"	15305.66	108477	1935.20	29812.70
	"Southampton County, VA"	"51175"	16038.89	156689	1658.90	32587.70
	"Spotsylvania County, VA"	"51177"	15688.57	84371	1828.40	31021.70
	"Stafford County, VA"	"51179"	15673.50	48212	1817.70	31136.00
	"Surry County, VA"	"51181"	16090.58	72318	1695.70	32142.90
	"Sussex County, VA"	"51183"	16036.36	96424	1718.20	32041.70
	"Tazewell County, VA"	"51185"	14993.58	108477	1898.60	29567.50
	"Warren County, VA"	"51187"	15246.68	48212	1939.30	30176.70
	"Washington County, VA"	"51191"	15164.76	108477	1984.20	31648.80
	"Westmoreland County, VA"	"51193"	16008.01	48212	1571.90	30663.10
	"Wise County, VA"	"51195"	15120.11	96424	1867.40	30851.00
	"Wythe County, VA"	"51197"	15614.40	96424	1776.80	29670.80
	"York County, VA"	"51199"	16538.36	24106	1703.90	31954.60
	"Alexandria city, VA"	"51510"	15417.59	12053	1773.30	30360.00
	"Bedford city, VA"	"51515"	16091.55	12053	2177.70	31052.70
	"Bristol city, VA"	"51520"	15071.10	12053	2131.50	30958.80
	"Buena Vista city, VA"	"51530"	15914.74	12053	2020.00	29901.90
	"Charlottesville city, VA"	"51540"	15811.83	12053	1971.10	30804.30
	"Chesapeake city, VA"	"51550"	16162.79	84371	1812.60	32842.30
	"Clifton Forge city, VA"	"51560"	15616.58	12053	2007.00	29580.60
	"Colonial Heights city, VA"	"51570"	16001.95	12053	1748.90	31176.30
	"Covington city, VA"	"51580"	15415.82	12053	1909.20	29168.20
	"Danville city, VA"	"51590"	16183.93	12053	2043.10	31550.30
	"Emporia city, VA"	"51595"	16096.88	12053	1852.80	32284.90
	"Fairfax city, VA"	"51600"	15419.57	12053	1755.90	30363.50
	"Falls Church city, VA"	"51610"	15268.00	12053	1748.90	30081.50
	"Franklin city, VA"	"51620"	15998.71	12053	1658.90	32323.20
	"Fredericksburg city, VA"	"51630"	15630.77	12053	1817.70	30694.90
	"Galax city, VA"	"51640"	15820.32	12053	1925.80	29392.70
	"Hampton city, VA"	"51650"	16675.26	24106	1855.70	31531.50
	"Harrisonburg city, VA"	"51660"	15577.58	12053	2124.90	30027.30
	"Hopewell city, VA"	"51670"	16055.67	12053	1724.00	31514.40
	"Lexington city, VA"	"51678"	15720.83	12053	2033.80	29204.00
	"Lynchburg city, VA"	"51680"	16013.86	12053	2029.60	30567.00
	"Manassas city, VA"	"51683"	15597.53	12053	1828.90	30704.00
	"Manassas Park city, VA"	"51685"	15367.76	12053	1763.80	30371.90
	"Martinsville city, VA"	"51690"	16137.61	12053	2106.80	31253.60
	"Newport News city, VA"	"51700"	16361.09	12053	1728.40	31780.60
	"Norfolk city, VA"	"51710"	16035.74	12053	1828.20	30837.90
	"Norton city, VA"	"51720"	15182.71	12053	1994.20	29031.70
	"Petersburg city, VA"	"51730"	16046.52	12053	1715.10	31412.80
	"Poquoson city, VA"	"51735"	16992.37	12053	1823.40	31207.30
	"Portsmouth city, VA"	"51740"	16016.57	12053	1842.10	31820.40
	"Radford city, VA"	"51750"	15657.93	12053	1801.70	29536.20
	"Richmond city, VA"	"51760"	15896.81	12053	1666.00	30864.40
	"Roanoke city, VA"	"51770"	15881.76	12053	2076.10	30221.90
	"Salem city, VA"	"51775"	15854.70	12053	2013.80	30004.90
	"South Boston  city, VA"	"51780"	16153.98	12053	1982.60	31278.30
	"Staunton city, VA"	"51790"	15761.54	12053	2057.40	29852.60
	"Suffolk city, VA"	"51800"	16032.48	84371	1720.50	32682.80
	"Virginia Beach city, VA"	"51810"	16769.37	48212	1890.10	32946.50
	"Waynesboro city, VA"	"51820"	15770.77	12053	2046.10	29639.80
	"Williamsburg city, VA"	"51830"	16239.11	12053	1703.90	31954.60
	"Winchester city, VA"	"51840"	15137.87	12053	2082.30	30845.20
	"Adams County, WA"	"53001"	15258.87	421855	1067.20	33327.10
	"Asotin County, WA"	"53003"	14915.67	120530	1377.50	30539.60
	"Benton County, WA"	"53005"	15801.46	421855	1206.50	34031.30
	"Chelan County, WA"	"53007"	15400.69	723180	1291.40	34668.70
	"Clallam County, WA"	"53009"	14187.94	421855	969.50	37931.60
	"Clark County, WA"	"53011"	13755.62	144636	1093.30	33980.90
	"Columbia County, WA"	"53013"	15070.69	216954	1219.20	32203.40
	"Cowlitz County, WA"	"53015"	13699.27	265166	1048.90	34750.30
	"Douglas County, WA"	"53017"	15326.71	470067	1212.90	33299.40
	"Ferry County, WA"	"53019"	14245.93	578544	1023.50	31795.70
	"Franklin County, WA"	"53021"	15559.39	301325	1155.90	33740.40
	"Garfield County, WA"	"53023"	14842.55	180795	1282.90	31376.90
	"Grant County, WA"	"53025"	15553.10	638809	1173.30	33912.40
	"Grays Harbor County, WA"	"53027"	13676.60	482120	1058.40	34612.30
	"Island County, WA"	"53029"	12945.79	72318	835.40	31392.60
	"Jefferson County, WA"	"53031"	13997.14	445961	1007.20	36229.80
	"King County, WA"	"53033"	14045.95	506226	962.10	38461.70
	"Kitsap County, WA"	"53035"	13464.82	96424	1087.60	33156.30
	"Kittitas County, WA"	"53037"	15651.72	530332	1317.00	34453.90
	"Klickitat County, WA"	"53039"	15995.73	373643	1216.10	36121.30
	"Lewis County, WA"	"53041"	14154.01	578544	1056.60	34733.90
	"Lincoln County, WA"	"53043"	14892.03	530332	1074.40	32167.10
	"Mason County, WA"	"53045"	13863.87	216954	1155.20	32526.40
	"Okanogan County, WA"	"53047"	14624.30	1253512	1096.30	32127.10
	"Pacific County, WA"	"53049"	13640.25	204901	1060.80	33377.70
	"Pend Oreille County, WA"	"53051"	13724.88	397749	926.80	31230.30
	"Pierce County, WA"	"53053"	14269.68	361590	1056.10	37506.60
	"San Juan County, WA"	"53055"	14214.95	12053	849.30	33942.30
	"Skagit County, WA"	"53057"	13710.51	458014	845.10	37064.50
	"Skamania County, WA"	"53059"	15234.50	373643	1235.60	36147.40
	"Snohomish County, WA"	"53061"	13914.74	494173	867.00	38703.70
	"Spokane County, WA"	"53063"	14351.30	458014	1030.10	31245.80
	"Stevens County, WA"	"53065"	13999.67	626756	1025.80	31457.90
	"Thurston County, WA"	"53067"	13432.67	168742	1103.00	32778.30
	"Wahkiakum County, WA"	"53069"	13728.48	60265	1089.10	32428.80
	"Walla Walla County, WA"	"53071"	15039.69	301325	1146.40	33577.00
	"Whatcom County, WA"	"53073"	13754.14	554438	790.30	36668.00
	"Whitman County, WA"	"53075"	14689.83	542385	1037.20	32250.20
	"Yakima County, WA"	"53077"	15808.05	1048611	1242.40	33309.40
	"Barbour County, WV"	"54001"	13989.89	60265	1630.40	30373.90
	"Berkeley County, WV"	"54003"	14973.23	72318	1827.20	30808.40
	"Boone County, WV"	"54005"	14656.79	84371	1668.70	31337.90
	"Braxton County, WV"	"54007"	14289.04	108477	1648.20	31000.70
	"Brooke County, WV"	"54009"	14200.83	24106	1745.40	29403.90
	"Cabell County, WV"	"54011"	14817.21	48212	1587.80	31104.70
	"Calhoun County, WV"	"54013"	14464.51	60265	1576.80	30877.60
	"Clay County, WV"	"54015"	14388.90	72318	1668.50	30652.10
	"Doddridge County, WV"	"54017"	14352.77	60265	1557.30	30769.40
	"Fayette County, WV"	"54019"	14661.53	132583	1882.20	30414.00
	"Gilmer County, WV"	"54021"	14430.10	60265	1584.20	31084.50
	"Grant County, WV"	"54023"	14841.15	84371	1931.10	29521.40
	"Greenbrier County, WV"	"54025"	15086.57	192848	1706.50	29413.30
	"Hampshire County, WV"	"54027"	14907.11	132583	1883.50	30319.30
	"Hancock County, WV"	"54029"	14126.47	24106	1723.10	29490.00
	"Hardy County, WV"	"54031"	15091.38	132583	1931.20	29961.20
	"Harrison County, WV"	"54033"	14322.16	72318	1578.30	30788.10
	"Jackson County, WV"	"54035"	14655.87	120530	1529.50	31205.50
	"Jefferson County, WV"	"54037"	15050.93	48212	1835.70	30709.60
	"Kanawha County, WV"	"54039"	14616.47	192848	1624.50	31470.30
	"Lewis County, WV"	"54041"	14249.64	84371	1644.00	31068.60
	"Lincoln County, WV"	"54043"	14754.26	84371	1605.40	31639.00
	"Logan County, WV"	"54045"	14747.95	108477	1596.60	32132.50
	"McDowell County, WV"	"54047"	14944.81	108477	1947.80	31722.10
	"Marion County, WV"	"54049"	14184.96	72318	1552.50	30234.40
	"Marshall County, WV"	"54051"	14246.88	60265	1504.70	29725.00
	"Mason County, WV"	"54053"	14797.82	96424	1542.70	31333.60
	"Mercer County, WV"	"54055"	15028.60	108477	1790.40	29205.90
	"Mineral County, WV"	"54057"	14693.81	72318	1903.30	29769.00
	"Mingo County, WV"	"54059"	14815.04	84371	1580.50	32122.50
	"Monongalia County, WV"	"54061"	14096.35	84371	1545.90	30108.90
	"Monroe County, WV"	"54063"	15127.98	84371	1732.70	29284.50
	"Morgan County, WV"	"54065"	14790.08	48212	1822.20	30484.30
	"Nicholas County, WV"	"54067"	14350.35	132583	1778.40	29992.70
	"Ohio County, WV"	"54069"	14270.68	24106	1592.80	29601.90
	"Pendleton County, WV"	"54071"	15219.64	132583	2010.40	29205.90
	"Pleasants County, WV"	"54073"	14432.09	36159	1550.10	30411.40
	"Pocahontas County, WV"	"54075"	15091.46	204901	1750.10	28643.70
	"Preston County, WV"	"54077"	14064.67	132583	1688.60	29993.30
	"Putnam County, WV"	"54079"	14744.75	60265	1621.60	31616.20
	"Raleigh County, WV"	"54081"	14843.86	132583	1932.80	30044.90
	"Randolph County, WV"	"54083"	14375.10	253113	1629.80	29519.20
	"Ritchie County, WV"	"54085"	14401.33	96424	1506.90	30685.50
	"Roane County, WV"	"54087"	14559.15	108477	1600.00	30998.10
	"Summers County, WV"	"54089"	14984.92	72318	1743.40	29622.50
	"Taylor County, WV"	"54091"	14018.40	48212	1668.30	30210.80
	"Tucker County, WV"	"54093"	14354.64	108477	1664.20	28698.40
	"Tyler County, WV"	"54095"	14362.83	48212	1549.70	30443.70
	"Upshur County, WV"	"54097"	14120.71	60265	1662.10	30370.40
	"Wayne County, WV"	"54099"	14840.41	120530	1562.80	31575.80
	"Webster County, WV"	"54101"	14222.73	108477	1779.40	29481.60
	"Wetzel County, WV"	"54103"	14325.40	96424	1521.10	29926.70
	"Wirt County, WV"	"54105"	14515.54	36159	1622.90	30641.30
	"Wood County, WV"	"54107"	14530.69	72318	1549.50	30545.90
	"Wyoming County, WV"	"54109"	14922.54	108477	2011.50	32370.80
	"Adams County, WI"	"55001"	14190.38	144636	1560.10	29090.30
	"Ashland County, WI"	"55003"	13687.63	216954	1316.50	28899.90
	"Barron County, WI"	"55005"	14047.73	180795	1490.60	28435.60
	"Bayfield County, WI"	"55007"	13754.33	349537	1273.90	30421.10
	"Brown County, WI"	"55009"	15001.59	96424	1410.30	33651.70
	"Buffalo County, WI"	"55011"	14082.40	180795	1467.90	28370.90
	"Burnett County, WI"	"55013"	13946.50	216954	1472.00	28926.90
	"Calumet County, WI"	"55015"	14416.34	84371	1470.80	30369.30
	"Chippewa County, WI"	"55017"	14108.61	216954	1389.70	28799.60
	"Clark County, WI"	"55019"	14176.27	265166	1457.80	28671.00
	"Columbia County, WI"	"55021"	14300.15	192848	1599.50	29463.80
	"Crawford County, WI"	"55023"	14291.41	120530	1651.70	29069.40
	"Dane County, WI"	"55025"	14343.43	253113	1629.90	29644.70
	"Dodge County, WI"	"55027"	14332.96	180795	1509.20	29860.20
	"Door County, WI"	"55029"	15099.28	120530	1051.00	33221.20
	"Douglas County, WI"	"55031"	13743.38	337484	1317.30	29269.40
	"Dunn County, WI"	"55033"	14115.95	241060	1427.20	28385.00
	"Eau Claire County, WI"	"55035"	14085.15	144636	1425.10	28554.00
	"Florence County, WI"	"55037"	13996.25	96424	1345.20	29065.40
	"Fond du Lac County, WI"	"55039"	14354.02	192848	1461.00	30065.40
	"Forest County, WI"	"55041"	13961.75	241060	1361.50	29169.50
	"Grant County, WI"	"55043"	14403.72	301325	1565.50	29379.50
	"Green County, WI"	"55045"	14416.57	144636	1681.40	29535.50
	"Green Lake County, WI"	"55047"	14348.38	96424	1586.00	29476.50
	"Iowa County, WI"	"55049"	14340.13	144636	1643.90	29400.20
	"Iron County, WI"	"55051"	13742.12	180795	1331.00	28296.70
	"Jackson County, WI"	"55053"	14042.32	229007	1573.60	28702.00
	"Jefferson County, WI"	"55055"	14332.19	144636	1565.50	29864.10
	"Juneau County, WI"	"55057"	14162.52	192848	1579.50	28833.00
	"Kenosha County, WI"	"55059"	14957.30	48212	1423.90	32421.10
	"Kewaunee County, WI"	"55061"	15044.34	48212	1266.30	32533.60
	"La Crosse County, WI"	"55063"	14072.20	120530	1618.80	28615.00
	"Lafayette County, WI"	"55065"	14406.81	120530	1548.50	29406.90
	"Langlade County, WI"	"55067"	14074.22	216954	1349.40	29148.80
	"Lincoln County, WI"	"55069"	14036.69	180795	1464.10	28691.40
	"Manitowoc County, WI"	"55071"	15203.77	144636	1277.00	33383.60
	"Marathon County, WI"	"55073"	14204.36	385696	1498.30	29099.80
	"Marinette County, WI"	"55075"	14327.02	301325	912.20	30737.00
	"Marquette County, WI"	"55077"	14276.19	120530	1630.10	29400.40
	"Menominee County, WI"	"55078"	14222.92	72318	1386.70	29758.90
	"Milwaukee County, WI"	"55079"	15194.73	36159	1276.20	32945.20
	"Monroe County, WI"	"55081"	14073.36	156689	1528.90	28498.80
	"Oconto County, WI"	"55083"	14508.69	241060	1329.10	33015.40
	"Oneida County, WI"	"55085"	13836.15	289272	1488.00	28462.50
	"Outagamie County, WI"	"55087"	14376.11	168742	1367.20	29851.50
	"Ozaukee County, WI"	"55089"	15171.09	24106	1278.30	32548.40
	"Pepin County, WI"	"55091"	14070.75	24106	1428.50	28436.60
	"Pierce County, WI"	"55093"	14155.46	144636	1370.10	28850.40
	"Polk County, WI"	"55095"	14096.01	204901	1473.90	28766.60
	"Portage County, WI"	"55097"	14246.49	156689	1568.60	29257.70
	"Price County, WI"	"55099"	13804.52	301325	1426.80	28396.60
	"Racine County, WI"	"55101"	14935.66	96424	1360.70	32677.80
	"Richland County, WI"	"55103"	14149.71	72318	1607.80	28781.60
	"Rock County, WI"	"55105"	14403.28	180795	1406.70	29919.60
	"Rusk County, WI"	"55107"	13967.92	229007	1451.80	28840.30
	"St. Croix County, WI"	"55109"	14170.24	180795	1346.60	28845.60
	"Sauk County, WI"	"55111"	14254.61	204901	1693.70	29000.90
	"Sawyer County, WI"	"55113"	13769.17	313378	1385.80	28474.50
	"Shawano County, WI"	"55115"	14311.06	241060	1408.10	29919.40
	"Sheboygan County, WI"	"55117"	14966.32	108477	1240.40	33106.10
	"Taylor County, WI"	"55119"	14087.19	229007	1420.80	28714.90
	"Trempealeau County, WI"	"55121"	14084.30	180795	1502.40	28532.70
	"Vernon County, WI"	"55123"	14165.74	229007	1546.20	28511.00
	"Vilas County, WI"	"55125"	13741.83	241060	1405.00	28490.70
	"Walworth County, WI"	"55127"	14479.76	144636	1387.70	30190.20
	"Washburn County, WI"	"55129"	13858.05	192848	1404.80	28415.20
	"Washington County, WI"	"55131"	14538.15	72318	1425.10	30777.60
	"Waukesha County, WI"	"55133"	14442.36	144636	1348.90	30507.20
	"Waupaca County, WI"	"55135"	14340.40	144636	1467.80	29619.40
	"Waushara County, WI"	"55137"	14326.96	144636	1520.20	29589.80
	"Winnebago County, WI"	"55139"	14501.63	144636	1447.40	30244.10
	"Wood County, WI"	"55141"	14151.21	156689	1548.80	28817.20
	"Albany County, WY"	"56001"	16215.53	976293	2628.70	28405.60
	"Big Horn County, WY"	"56003"	15851.64	783445	2014.80	30340.30
