Notes,County,County Code,Avg Daily Sunlight (KJ/mｲ),# of Observations for Daily Sunlight,Min Daily Sunlight,Max Daily Sunlight
,"Amherst County, VA",51009,16007.81,96424,1991.7,30926.5
,"Appomattox County, VA",51011,16062.54,60265,1944.6,31263.3
,"Arlington County, VA",51013,15265.36,12053,1772.6,30112.1
,"Augusta County, VA",51015,15740.38,241060,2009,30348.2
,"Bath County, VA",51017,15561.66,108477,1910.6,29839.8
,"Bedford County, VA",51019,16053.66,168742,2076.3,31335.2
,"Bland County, VA",51021,15355.51,72318,1772.4,29357.5
,"Botetourt County, VA",51023,15746.45,108477,1911.8,30192
,"Brunswick County, VA",51025,16125.6,120530,1814.3,32407.5
,"Buchanan County, VA",51027,14989.01,96424,1910.9,31484.2
,"Buckingham County, VA",51029,16018.15,144636,1842,31032
,"Campbell County, VA",51031,16128.63,96424,1989.1,31373.3
,"Caroline County, VA",51033,15733.04,96424,1704.9,30902.6
,"Carroll County, VA",51035,15896.54,108477,1880.5,30569.4
,"Charles City County, VA",51036,16098.07,48212,1715.7,31791.2
,"Charlotte County, VA",51037,16177.32,96424,1986.2,31495.8
,"Chesterfield County, VA",51041,15989.02,72318,1693.6,31176.3
,"Clarke County, VA",51043,15145.01,48212,1874,30932.4
,"Craig County, VA",51045,15535.17,72318,1853.6,29755.1
,"Culpeper County, VA",51047,15510.4,72318,1869.5,30809.9
,"Cumberland County, VA",51049,15997.94,48212,1871.9,31134.9
,"Dickenson County, VA",51051,15040.86,60265,1911.9,31012.2
,"Dinwiddie County, VA",51053,16056.87,96424,1766.2,31577.6
,"Essex County, VA",51057,15832.58,60265,1567.2,31032.4
,"Fairfax County, VA",51059,15360.19,84371,1729.7,30371.9
,"Fauquier County, VA",51061,15440.06,132583,1758.4,30875.8
,"Floyd County, VA",51063,15911.65,84371,1844.1,29848.6
,"Fluvanna County, VA",51065,15876.31,60265,1880.7,31017.9
,"Franklin County, VA",51067,16076.04,120530,2063.9,31185.6
,"Frederick County, VA",51069,15076.5,84371,1866.2,30596.8
,"Giles County, VA",51071,15412.93,60265,1738.8,29619.1
,"Gloucester County, VA",51073,16497.24,36159,1722.3,32355.7
,"Goochland County, VA",51075,15921.79,60265,1721.2,31128.3
,"Grayson County, VA",51077,15688.85,48212,1941.1,29123.4
,"Greene County, VA",51079,15616.97,36159,2128.7,30180.5
,"Greensville County, VA",51081,16091.14,60265,1791,32566.4
,"Halifax County, VA",51083,16197.55,180795,1927.5,31626.3
,"Hanover County, VA",51085,15824.19,96424,1633.2,31075.7
,"Henrico County, VA",51087,15917.54,36159,1654.8,31294.8
,"Henry County, VA",51089,16141.77,96424,2060.3,31898.9
,"Highland County, VA",51091,15420.9,72318,2133.3,29151
,"Isle of Wight County, VA",51093,16040.92,72318,1745.2,32443.4
,"James City County, VA",51095,16131.61,24106,1726.8,31862.7
,"King and Queen County, VA",51097,15911.3,48212,1640.1,31510.1
,"King George County, VA",51099,15787.58,60265,1653.9,30705.2
,"King William County, VA",51101,15904.75,84371,1653.6,31326.8
,"Lancaster County, VA",51103,16580.68,36159,1770.9,31297.5
,"Lee County, VA",51105,15462.26,84371,1856.8,31223.7
,"Loudoun County, VA",51107,15242.47,96424,1725.4,30800.7
,"Louisa County, VA",51109,15837.32,108477,1816.6,31245
,"Lunenburg County, VA",51111,16126.46,108477,1854.4,31970.1
,"Madison County, VA",51113,15574.19,60265,2061.5,30733.2
,"Mathews County, VA",51115,16978.4,12053,1764.5,31923.8
,"Mecklenburg County, VA",51117,16220.26,156689,1864.7,31977.9
,"Middlesex County, VA",51119,16370.87,36159,1723.6,32309.3
,"Montgomery County, VA",51121,15709.88,72318,1837.6,29637.5
,"Nelson County, VA",51125,15908.22,72318,1978.8,30626.4
,"New Kent County, VA",51127,16017.19,48212,1681.5,31532.1
,"Northampton County, VA",51131,17664.28,36159,1890.4,32996.6
,"Northumberland County, VA",51133,16502.6,36159,1688.3,30689.4
,"Nottoway County, VA",51135,16083.36,72318,1829.7,31553.4
,"Orange County, VA",51137,15709.37,84371,1850,31192.9
,"Page County, VA",51139,15378.07,48212,2137.5,29994.5
,"Patrick County, VA",51141,16173.19,132583,1983.9,31530
,"Pittsylvania County, VA",51143,16152.19,216954,2040.7,31996.1
,"Powhatan County, VA",51145,15969.23,60265,1691.4,31136.2
,"Prince Edward County, VA",51147,16101.12,72318,1935,30976.1
,"Prince George County, VA",51149,16042.76,36159,1701.9,31588.1
,"Prince William County, VA",51153,15528.02,72318,1802.3,30729.2
,"Pulaski County, VA",51155,15664.23,72318,1764.7,29628.5
,"Rappahannock County, VA",51157,15365.09,60265,2002.2,30119.2
,"Richmond County, VA",51159,15806.35,24106,1604.9,30787.4
,"Roanoke County, VA",51161,15865.96,48212,2007.5,30547.1
,"Rockbridge County, VA",51163,15774.33,108477,1992.8,29779.6
,"Rockingham County, VA",51165,15511.01,168742,2012.4,30365
,"Russell County, VA",51167,15233.22,72318,1900.4,30743.6
,"Scott County, VA",51169,15460.12,84371,1898.9,31596.1
,"Shenandoah County, VA",51171,15309.48,96424,2088.2,30225.9
,"Smyth County, VA",51173,15305.66,108477,1935.2,29812.7
,"Southampton County, VA",51175,16038.89,156689,1658.9,32587.7
,"Spotsylvania County, VA",51177,15688.57,84371,1828.4,31021.7
,"Stafford County, VA",51179,15673.5,48212,1817.7,31136
,"Surry County, VA",51181,16090.58,72318,1695.7,32142.9
,"Sussex County, VA",51183,16036.36,96424,1718.2,32041.7
,"Tazewell County, VA",51185,14993.58,108477,1898.6,29567.5
,"Warren County, VA",51187,15246.68,48212,1939.3,30176.7
,"Washington County, VA",51191,15164.76,108477,1984.2,31648.8
,"Westmoreland County, VA",51193,16008.01,48212,1571.9,30663.1
,"Wise County, VA",51195,15120.11,96424,1867.4,30851
,"Wythe County, VA",51197,15614.4,96424,1776.8,29670.8
,"York County, VA",51199,16538.36,24106,1703.9,31954.6
,"Alexandria city, VA",51510,15417.59,12053,1773.3,30360
,"Bedford city, VA",51515,16091.55,12053,2177.7,31052.7
,"Bristol city, VA",51520,15071.1,12053,2131.5,30958.8
,"Buena Vista city, VA",51530,15914.74,12053,2020,29901.9
,"Charlottesville city, VA",51540,15811.83,12053,1971.1,30804.3
,"Chesapeake city, VA",51550,16162.79,84371,1812.6,32842.3
,"Clifton Forge city, VA",51560,15616.58,12053,2007,29580.6
,"Colonial Heights city, VA",51570,16001.95,12053,1748.9,31176.3
,"Covington city, VA",51580,15415.82,12053,1909.2,29168.2
,"Danville city, VA",51590,16183.93,12053,2043.1,31550.3
,"Emporia city, VA",51595,16096.88,12053,1852.8,32284.9
,"Fairfax city, VA",51600,15419.57,12053,1755.9,30363.5
,"Falls Church city, VA",51610,15268,12053,1748.9,30081.5
,"Franklin city, VA",51620,15998.71,12053,1658.9,32323.2
,"Fredericksburg city, VA",51630,15630.77,12053,1817.7,30694.9
,"Galax city, VA",51640,15820.32,12053,1925.8,29392.7
,"Hampton city, VA",51650,16675.26,24106,1855.7,31531.5
,"Harrisonburg city, VA",51660,15577.58,12053,2124.9,30027.3
,"Hopewell city, VA",51670,16055.67,12053,1724,31514.4
,"Lexington city, VA",51678,15720.83,12053,2033.8,29204
,"Lynchburg city, VA",51680,16013.86,12053,2029.6,30567
,"Manassas city, VA",51683,15597.53,12053,1828.9,30704
,"Manassas Park city, VA",51685,15367.76,12053,1763.8,30371.9
,"Martinsville city, VA",51690,16137.61,12053,2106.8,31253.6
,"Newport News city, VA",51700,16361.09,12053,1728.4,31780.6
,"Norfolk city, VA",51710,16035.74,12053,1828.2,30837.9
,"Norton city, VA",51720,15182.71,12053,1994.2,29031.7
,"Petersburg city, VA",51730,16046.52,12053,1715.1,31412.8
,"Poquoson city, VA",51735,16992.37,12053,1823.4,31207.3
,"Portsmouth city, VA",51740,16016.57,12053,1842.1,31820.4
,"Radford city, VA",51750,15657.93,12053,1801.7,29536.2
,"Richmond city, VA",51760,15896.81,12053,1666,30864.4
,"Roanoke city, VA",51770,15881.76,12053,2076.1,30221.9
,"Salem city, VA",51775,15854.7,12053,2013.8,30004.9
,"South Boston  city, VA",51780,16153.98,12053,1982.6,31278.3
,"Staunton city, VA",51790,15761.54,12053,2057.4,29852.6
,"Suffolk city, VA",51800,16032.48,84371,1720.5,32682.8
,"Virginia Beach city, VA",51810,16769.37,48212,1890.1,32946.5
,"Waynesboro city, VA",51820,15770.77,12053,2046.1,29639.8
,"Williamsburg city, VA",51830,16239.11,12053,1703.9,31954.6
,"Winchester city, VA",51840,15137.87,12053,2082.3,30845.2
,"Adams County, WA",53001,15258.87,421855,1067.2,33327.1
,"Asotin County, WA",53003,14915.67,120530,1377.5,30539.6
,"Benton County, WA",53005,15801.46,421855,1206.5,34031.3
,"Chelan County, WA",53007,15400.69,723180,1291.4,34668.7
,"Clallam County, WA",53009,14187.94,421855,969.5,37931.6
,"Clark County, WA",53011,13755.62,144636,1093.3,33980.9
,"Columbia County, WA",53013,15070.69,216954,1219.2,32203.4
,"Cowlitz County, WA",53015,13699.27,265166,1048.9,34750.3
,"Douglas County, WA",53017,15326.71,470067,1212.9,33299.4
,"Ferry County, WA",53019,14245.93,578544,1023.5,31795.7
,"Franklin County, WA",53021,15559.39,301325,1155.9,33740.4
,"Garfield County, WA",53023,14842.55,180795,1282.9,31376.9
,"Grant County, WA",53025,15553.1,638809,1173.3,33912.4
,"Grays Harbor County, WA",53027,13676.6,482120,1058.4,34612.3
,"Island County, WA",53029,12945.79,72318,835.4,31392.6
,"Jefferson County, WA",53031,13997.14,445961,1007.2,36229.8
,"King County, WA",53033,14045.95,506226,962.1,38461.7
,"Kitsap County, WA",53035,13464.82,96424,1087.6,33156.3
,"Kittitas County, WA",53037,15651.72,530332,1317,34453.9
,"Klickitat County, WA",53039,15995.73,373643,1216.1,36121.3
,"Lewis County, WA",53041,14154.01,578544,1056.6,34733.9
,"Lincoln County, WA",53043,14892.03,530332,1074.4,32167.1
,"Mason County, WA",53045,13863.87,216954,1155.2,32526.4
,"Okanogan County, WA",53047,14624.3,1253512,1096.3,32127.1
,"Pacific County, WA",53049,13640.25,204901,1060.8,33377.7
,"Pend Oreille County, WA",53051,13724.88,397749,926.8,31230.3
,"Pierce County, WA",53053,14269.68,361590,1056.1,37506.6
,"San Juan County, WA",53055,14214.95,12053,849.3,33942.3
,"Skagit County, WA",53057,13710.51,458014,845.1,37064.5
,"Skamania County, WA",53059,15234.5,373643,1235.6,36147.4
,"Snohomish County, WA",53061,13914.74,494173,867,38703.7
,"Spokane County, WA",53063,14351.3,458014,1030.1,31245.8
,"Stevens County, WA",53065,13999.67,626756,1025.8,31457.9
,"Thurston County, WA",53067,13432.67,168742,1103,32778.3
,"Wahkiakum County, WA",53069,13728.48,60265,1089.1,32428.8
,"Walla Walla County, WA",53071,15039.69,301325,1146.4,33577
,"Whatcom County, WA",53073,13754.14,554438,790.3,36668
,"Whitman County, WA",53075,14689.83,542385,1037.2,32250.2
,"Yakima County, WA",53077,15808.05,1048611,1242.4,33309.4
,"Barbour County, WV",54001,13989.89,60265,1630.4,30373.9
,"Berkeley County, WV",54003,14973.23,72318,1827.2,30808.4
,"Boone County, WV",54005,14656.79,84371,1668.7,31337.9
,"Braxton County, WV",54007,14289.04,108477,1648.2,31000.7
,"Brooke County, WV",54009,14200.83,24106,1745.4,29403.9
,"Cabell County, WV",54011,14817.21,48212,1587.8,31104.7
,"Calhoun County, WV",54013,14464.51,60265,1576.8,30877.6
,"Clay County, WV",54015,14388.9,72318,1668.5,30652.1
,"Doddridge County, WV",54017,14352.77,60265,1557.3,30769.4
,"Fayette County, WV",54019,14661.53,132583,1882.2,30414
,"Gilmer County, WV",54021,14430.1,60265,1584.2,31084.5
,"Grant County, WV",54023,14841.15,84371,1931.1,29521.4
,"Greenbrier County, WV",54025,15086.57,192848,1706.5,29413.3
,"Hampshire County, WV",54027,14907.11,132583,1883.5,30319.3
,"Hancock County, WV",54029,14126.47,24106,1723.1,29490
,"Hardy County, WV",54031,15091.38,132583,1931.2,29961.2
,"Harrison County, WV",54033,14322.16,72318,1578.3,30788.1
,"Jackson County, WV",54035,14655.87,120530,1529.5,31205.5
,"Jefferson County, WV",54037,15050.93,48212,1835.7,30709.6
,"Kanawha County, WV",54039,14616.47,192848,1624.5,31470.3
,"Lewis County, WV",54041,14249.64,84371,1644,31068.6
,"Lincoln County, WV",54043,14754.26,84371,1605.4,31639
,"Logan County, WV",54045,14747.95,108477,1596.6,32132.5
,"McDowell County, WV",54047,14944.81,108477,1947.8,31722.1
,"Marion County, WV",54049,14184.96,72318,1552.5,30234.4
,"Marshall County, WV",54051,14246.88,60265,1504.7,29725
,"Mason County, WV",54053,14797.82,96424,1542.7,31333.6
,"Mercer County, WV",54055,15028.6,108477,1790.4,29205.9
,"Mineral County, WV",54057,14693.81,72318,1903.3,29769
,"Mingo County, WV",54059,14815.04,84371,1580.5,32122.5
,"Monongalia County, WV",54061,14096.35,84371,1545.9,30108.9
,"Monroe County, WV",54063,15127.98,84371,1732.7,29284.5
,"Morgan County, WV",54065,14790.08,48212,1822.2,30484.3
,"Nicholas County, WV",54067,14350.35,132583,1778.4,29992.7
,"Ohio County, WV",54069,14270.68,24106,1592.8,29601.9
,"Pendleton County, WV",54071,15219.64,132583,2010.4,29205.9
,"Pleasants County, WV",54073,14432.09,36159,1550.1,30411.4
,"Pocahontas County, WV",54075,15091.46,204901,1750.1,28643.7
,"Preston County, WV",54077,14064.67,132583,1688.6,29993.3
,"Putnam County, WV",54079,14744.75,60265,1621.6,31616.2
,"Raleigh County, WV",54081,14843.86,132583,1932.8,30044.9
,"Randolph County, WV",54083,14375.1,253113,1629.8,29519.2
,"Ritchie County, WV",54085,14401.33,96424,1506.9,30685.5
,"Roane County, WV",54087,14559.15,108477,1600,30998.1
,"Summers County, WV",54089,14984.92,72318,1743.4,29622.5
,"Taylor County, WV",54091,14018.4,48212,1668.3,30210.8
,"Tucker County, WV",54093,14354.64,108477,1664.2,28698.4
,"Tyler County, WV",54095,14362.83,48212,1549.7,30443.7
,"Upshur County, WV",54097,14120.71,60265,1662.1,30370.4
,"Wayne County, WV",54099,14840.41,120530,1562.8,31575.8
,"Webster County, WV",54101,14222.73,108477,1779.4,29481.6
,"Wetzel County, WV",54103,14325.4,96424,1521.1,29926.7
,"Wirt County, WV",54105,14515.54,36159,1622.9,30641.3
,"Wood County, WV",54107,14530.69,72318,1549.5,30545.9
,"Wyoming County, WV",54109,14922.54,108477,2011.5,32370.8
,"Adams County, WI",55001,14190.38,144636,1560.1,29090.3
,"Ashland County, WI",55003,13687.63,216954,1316.5,28899.9
,"Barron County, WI",55005,14047.73,180795,1490.6,28435.6
,"Bayfield County, WI",55007,13754.33,349537,1273.9,30421.1
,"Brown County, WI",55009,15001.59,96424,1410.3,33651.7
,"Buffalo County, WI",55011,14082.4,180795,1467.9,28370.9
,"Burnett County, WI",55013,13946.5,216954,1472,28926.9
,"Calumet County, WI",55015,14416.34,84371,1470.8,30369.3
,"Chippewa County, WI",55017,14108.61,216954,1389.7,28799.6
,"Clark County, WI",55019,14176.27,265166,1457.8,28671
,"Columbia County, WI",55021,14300.15,192848,1599.5,29463.8
,"Crawford County, WI",55023,14291.41,120530,1651.7,29069.4
,"Dane County, WI",55025,14343.43,253113,1629.9,29644.7
,"Dodge County, WI",55027,14332.96,180795,1509.2,29860.2
,"Door County, WI",55029,15099.28,120530,1051,33221.2
,"Douglas County, WI",55031,13743.38,337484,1317.3,29269.4
,"Dunn County, WI",55033,14115.95,241060,1427.2,28385
,"Eau Claire County, WI",55035,14085.15,144636,1425.1,28554
,"Florence County, WI",55037,13996.25,96424,1345.2,29065.4
,"Fond du Lac County, WI",55039,14354.02,192848,1461,30065.4
,"Forest County, WI",55041,13961.75,241060,1361.5,29169.5
,"Grant County, WI",55043,14403.72,301325,1565.5,29379.5
,"Green County, WI",55045,14416.57,144636,1681.4,29535.5
,"Green Lake County, WI",55047,14348.38,96424,1586,29476.5
,"Iowa County, WI",55049,14340.13,144636,1643.9,29400.2
,"Iron County, WI",55051,13742.12,180795,1331,28296.7
,"Jackson County, WI",55053,14042.32,229007,1573.6,28702
,"Jefferson County, WI",55055,14332.19,144636,1565.5,29864.1
,"Juneau County, WI",55057,14162.52,192848,1579.5,28833
,"Kenosha County, WI",55059,14957.3,48212,1423.9,32421.1
,"Kewaunee County, WI",55061,15044.34,48212,1266.3,32533.6
,"La Crosse County, WI",55063,14072.2,120530,1618.8,28615
,"Lafayette County, WI",55065,14406.81,120530,1548.5,29406.9
,"Langlade County, WI",55067,14074.22,216954,1349.4,29148.8
,"Lincoln County, WI",55069,14036.69,180795,1464.1,28691.4
,"Manitowoc County, WI",55071,15203.77,144636,1277,33383.6
,"Marathon County, WI",55073,14204.36,385696,1498.3,29099.8
,"Marinette County, WI",55075,14327.02,301325,912.2,30737
,"Marquette County, WI",55077,14276.19,120530,1630.1,29400.4
,"Menominee County, WI",55078,14222.92,72318,1386.7,29758.9
,"Milwaukee County, WI",55079,15194.73,36159,1276.2,32945.2
,"Monroe County, WI",55081,14073.36,156689,1528.9,28498.8
,"Oconto County, WI",55083,14508.69,241060,1329.1,33015.4
,"Oneida County, WI",55085,13836.15,289272,1488,28462.5
,"Outagamie County, WI",55087,14376.11,168742,1367.2,29851.5
,"Ozaukee County, WI",55089,15171.09,24106,1278.3,32548.4
,"Pepin County, WI",55091,14070.75,24106,1428.5,28436.6
,"Pierce County, WI",55093,14155.46,144636,1370.1,28850.4
,"Polk County, WI",55095,14096.01,204901,1473.9,28766.6
,"Portage County, WI",55097,14246.49,156689,1568.6,29257.7
,"Price County, WI",55099,13804.52,301325,1426.8,28396.6
,"Racine County, WI",55101,14935.66,96424,1360.7,32677.8
,"Richland County, WI",55103,14149.71,72318,1607.8,28781.6
,"Rock County, WI",55105,14403.28,180795,1406.7,29919.6
,"Rusk County, WI",55107,13967.92,229007,1451.8,28840.3
,"St. Croix County, WI",55109,14170.24,180795,1346.6,28845.6
,"Sauk County, WI",55111,14254.61,204901,1693.7,29000.9
,"Sawyer County, WI",55113,13769.17,313378,1385.8,28474.5
,"Shawano County, WI",55115,14311.06,241060,1408.1,29919.4
,"Sheboygan County, WI",55117,14966.32,108477,1240.4,33106.1
,"Taylor County, WI",55119,14087.19,229007,1420.8,28714.9
,"Trempealeau County, WI",55121,14084.3,180795,1502.4,28532.7
,"Vernon County, WI",55123,14165.74,229007,1546.2,28511
,"Vilas County, WI",55125,13741.83,241060,1405,28490.7
,"Walworth County, WI",55127,14479.76,144636,1387.7,30190.2
,"Washburn County, WI",55129,13858.05,192848,1404.8,28415.2
,"Washington County, WI",55131,14538.15,72318,1425.1,30777.6
,"Waukesha County, WI",55133,14442.36,144636,1348.9,30507.2
,"Waupaca County, WI",55135,14340.4,144636,1467.8,29619.4
,"Waushara County, WI",55137,14326.96,144636,1520.2,29589.8
,"Winnebago County, WI",55139,14501.63,144636,1447.4,30244.1
,"Wood County, WI",55141,14151.21,156689,1548.8,28817.2
,"Albany County, WY",56001,16215.53,976293,2628.7,28405.6
,"Big Horn County, WY",56003,15851.64,783445,2014.8,30340.3
,"Campbell County, WY",56005,15697.55,1012452,1642.6,29778.2
,"Carbon County, WY",56007,16552.82,1639208,2416.9,29859.7
,"Converse County, WY",56009,16034.66,1036558,1741.5,29428.4
,"Crook County, WY",56011,15548.16,759339,1726,29894.1
,"Fremont County, WY",56013,16585.71,2073116,1934.7,31755.1
,"Goshen County, WY",56015,16216.08,482120,2005.6,29128.2
,"Hot Springs County, WY",56017,16206.6,433908,1682.4,30210.9
,"Johnson County, WY",56019,15797.08,879869,1638.3,29839.1
,"Laramie County, WY",56021,16216.38,602650,2238.6,28844
,"Lincoln County, WY",56023,17057.33,795498,2370.1,32007.3
,"Natrona County, WY",56025,16230.29,1120929,1837.4,29515.1
,"Niobrara County, WY",56027,16054.19,590597,1762.2,29437.5
,"Park County, WY",56029,15809.62,1530731,1798.8,34148.3
,"Platte County, WY",56031,16068.65,482120,2002.9,28988.4
,"Sheridan County, WY",56033,15534.65,650862,1657.4,29652.3
,"Sublette County, WY",56035,16836.08,1120929,2609.1,32836.8
,"Sweetwater County, WY",56037,16743.42,2265964,2356.8,29541.7
,"Teton County, WY",56039,16531.32,928081,1993.7,33219.1
,"Uinta County, WY",56041,17123.76,445961,2600.9,31508.3
,"Washakie County, WY",56043,16171.03,445961,1661.3,29886.4
,"Weston County, WY",56045,15923.65,542385,1832.4,29365.9
Total,,,16432.1,630540642,790.3,39461.4
---,,,,,,
Dataset: North America Land Data Assimilation System (NLDAS) Daily Sunlight (KJ/mｲ) (1979-2011),,,,,,
Query Parameters:,,,,,,
Title: Daily Sunlight,,,,,,
Group By: County,,,,,,
Show Totals: True,,,,,,
Show Zero Values: False,,,,,,
---,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/Insolation.html for more information.,,,,,,
---,,,,,,
"Query Date: Mar 31, 2019 4:10:00 PM",,,,,,
---,,,,,,
Suggested Citation: North America Land Data Assimilation System (NLDAS) Daily Sunlight (insolation) for years 1979-2011 on CDC,,,,,,
"WONDER Online Database, released 2013. Accessed at http://wonder.cdc.gov/NASA-INSOLAR.html on Mar 31, 2019 4:10:00 PM",,,,,,
